ACT Code	High School	State	Active
320037	SANDIA HIGH SCHOOL	NM	N
320038	LA CUEVA HIGH SCHOOL	NM	N
320039	NORTH VALLEY GOSPEL ACADEMY	NM	Y
320040	ALBUQUERQUE HIGH SCHOOL	NM	N
320041	FELLOWSHIP CHRISTIAN ACADEMY	NM	Y
320042	SANDIA PREPARATORY SCHOOL	NM	N
320043	SOUTHWEST INDIAN POLYTECH INST	NM	N
320044	TEMPLE BAPTIST ACADEMY	NM	N
320045	VALLEY HIGH SCHOOL	NM	N
320046	VALLEY CHRISTIAN SCHOOL	NM	Y
320047	WEST MESA HIGH SCHOOL	NM	N
320048	VICTORY CHRISTIAN SCHOOL	NM	N
320049	LA ESCUELA NUEVA	NM	Y
320050	AMISTAD HIGH SCHOOL	NM	Y
320051	DESIGNS LEARNING DIFFERENCES	NM	Y
320052	CENTRAL CHRISTIAN ACADEMY	NM	Y
320053	CHRISTIAN HERITAGE ACADEMY	NM	N
320054	TRINITY CHRISTIAN ACADEMY	NM	N
320055	ANIMAS HIGH SCHOOL	NM	N
320056	COMMUNITY CHRISTIAN HIGH SCH	NM	N
320057	SIERRA ALTERNATIVE SCHOOL	NM	N
320058	HOPE CONNECTION SCHOOL	NM	N
320059	BOSQUE SCHOOL	NM	N
320060	GADSDEN HIGH SCHOOL	NM	N
320061	BEREAN CHRISTIAN ACADEMY	NM	N
320062	SOUTH VALLEY ACADEMY	NM	N
320063	ACADEMY DEL SOL	NM	N
320064	CAREER ENRICHMENT CENTER	NM	N
320065	ARTESIA HIGH SCHOOL	NM	N
320066	LEARNING COMMUNITY CHARTER SCH	NM	N
320067	SOUTHWEST SECONDARY LRNG CTR	NM	N
320068	STRONGHURST ALTERNATIVE SCHOOL	NM	N
320069	ALBUQUERQUE CHARTER VOC HS	NM	N
320070	AZTEC HIGH SCHOOL	NM	N
320071	VISTA NUEVA HIGH SCHOOL	NM	N
320072	COBRE HIGH SCHOOL	NM	N
320073	AMY BIEHL HIGH SCHOOL	NM	N
320074	ABUNDANT LIFE CHRISTIAN ACAD	NM	Y
320075	BELEN SENIOR HIGH SCHOOL	NM	N
320076	PUBLIC ACADEMY PERFORMING ARTS	NM	N
320077	CALVARY BAPTIST CHRISTIAN ACAD	NM	Y
320078	CORNERSTONE CHRISTIAN ACADEMY	NM	N
320079	MORENO VALLEY HIGH SCHOOL	NM	N
320080	LA MESA CHRISTIAN SCHOOL	NM	Y
320081	SCHOOL ON WHEELS HIGH SCHOOLS	NM	N
320082	ALBUQUERQUE COUNTRY DAY SCH	NM	N
320083	INDEPENDNT BAPTST AC	NM	Y
320084	INFINITY SCHOOL	NM	N
320085	BERNALILLO HIGH SCHOOL	NM	N
320086	BERNALILLO IND BAPTIST ACADEMY	NM	Y
320087	DESERT PRIDE ACADEMY	NM	N
320088	ROBERT F KENNEDY CHARTER HS	NM	N
320091	BOSQUE FARMS CHRISTIAN ACADEMY	NM	N
320092	BLOOMFIELD HIGH SCHOOL	NM	N
320093	CHARLIE Y BROWN HIGH SCHOOL	NM	N
320100	CAPITAN HIGH SCHOOL	NM	N
320102	BETHEL CHRISTIAN SCHOOL	NM	Y
320103	CARLSBAD MID-HIGH SC	NM	Y
320105	CARLSBAD HIGH SCHOOL	NM	N
320106	JEFFERSON MONTESSORI ACADEMY	NM	N
320108	VICTORY CHRISTIAN ACADEMY	NM	N
320110	CARRIZOZO HIGH SCHOOL	NM	N
320125	VALLEY GOSPEL CHRISTIAN SCHOOL	NM	Y
320129	EBENEZER CHRISTIAN SCHOOL	NM	N
320130	CIMARRON HIGH SCHOOL	NM	N
320135	CLAYTON HIGH SCHOOL	NM	N
320140	CLIFF SCHOOL	NM	N
320145	CLOUDCROFT HIGH SCHOOL	NM	N
320164	CLOVIS CHRISTIAN SCHOOL	NM	N
320165	CLOVIS HIGH SCHOOL	NM	N
320166	WESTBROOK CHRISTIAN ACADEMY	NM	Y
320168	ELIM HAVEN CHRISTIAN ACADEMY	NM	N
320170	CORONA HIGH SCHOOL	NM	N
320173	SANDIA VIEW ACADEMY	NM	N
320175	COSTILLA HIGH SCHOOL	NM	Y
320180	CHARLES L PACK HIGH SCHOOL	NM	Y
320182	CROWNPOINT HIGH SCHOOL	NM	N
320185	CUBA HIGH SCHOOL	NM	N
320187	TORREON CHRISTIAN SCHOOL	NM	N
320189	BIBLE WAY BAPTIST CHRSTN ACAD	NM	Y
320190	DEMING HIGH SCHOOL	NM	N
320192	GOOD SHEPHERD CHRISTIAN ACAD	NM	Y
320195	DES MOINES HIGH SCHOOL	NM	N
320200	DEXTER HIGH SCHOOL	NM	N
320205	DORA HIGH SCHOOL	NM	N
320207	DULCE HIGH SCHOOL	NM	N
320208	GOOD NEWS CHRISTIAN ACADEMY	NM	N
320210	VAUGHN HIGH SCHOOL	NM	N
320214	EAGLE NEST REINTEGRATION CENTR	NM	N
320215	ELIDA HIGH SCHOOL	NM	N
320220	NORTHERN N MEX ST SC	NM	Y
320225	ENCINO HIGH SCHOOL	NM	Y
320227	VALLEY BAPTIST ACADEMY	NM	N
320228	VICTORY FAITH CHRISTIAN ACAD	NM	N
320229	EL BUEN PASTOR CHRISTIAN ACAD	NM	Y
320230	ESPANOLA VALLEY HIGH SCHOOL	NM	N
320235	ESTANCIA HIGH SCHOOL	NM	N
320240	EUNICE HIGH SCHOOL	NM	N
320246	BIBLE BAPTIST SHEPHERD	NM	N
320247	CATHOLIC ACADEMY	NM	Y
320248	GRACE BAPTIST ACADEMY	NM	N
320249	NEW HAVEN CHRISTIAN ACADEMY	NM	N
320250	FARMINGTON HIGH SCHOOL	NM	N
320251	NAVAJO MISSION ACAD	NM	Y
320252	PIEDRA VISTA HIGH SCHOOL	NM	N
320253	LIVING WORD CHRISTIAN SCHOOL	NM	N
320255	NAVAJO PREP SCHOOL INC	NM	N
320257	ROCINANTE HIGH SCHOOL	NM	N
320259	TRINITY CHRISTIAN ACADEMY	NM	Y
320265	FLOYD HIGH SCHOOL	NM	N
320275	FORT SUMNER HIGH SCHOOL	NM	N
320285	WINGATE HIGH SCHOOL	NM	N
320287	NIZHONI SCHOOL THE	NM	Y
320288	CORONADO HIGH SCHOOL	NM	N
320290	CATHEDRAL HIGH SCH	NM	Y
320291	GALLUP CATHOLIC HIGH SCHOOL	NM	N
320292	GALLUP CENTRAL HIGH SCHOOL	NM	N
320293	CHRISTIAN SCHOOL	NM	N
320295	GALLUP HIGH SCHOOL	NM	N
320299	UNIV NM GALLUP MIDDLE COLL HS	NM	N
320300	GRADY HIGH SCHOOL	NM	N
320305	GRANTS HIGH SCHOOL	NM	N
320309	SOUTHWESTERN CHRISTIAN ACADEMY	NM	Y
320310	HAGERMAN HIGH SCHOOL	NM	N
320315	HATCH VALLEY HIGH SCHOOL	NM	N
320319	THE ROCK CHRISTIAN ACADEMY	NM	N
320325	HOBBS HIGH SCHOOL	NM	N
320326	HOBBS CHRISTIAN ACADEMY	NM	Y
320327	NEW LIFE CHRISTIAN ACADEMY	NM	Y
320329	VICTORY CTR CHRISTIAN ACADEMY	NM	N
320330	HONDO HIGH SCHOOL	NM	N
320340	HOUSE MUNICIPAL HIGH SCHOOL	NM	N
320350	JAL HIGH SCHOOL	NM	N
320352	JEMEZ VALLEY HIGH SCHOOL	NM	N
320355	KIRTLAND CENTRAL HIGH SCHOOL	NM	N
320357	TO HAJIILEE HIGH SCHOOL	NM	N
320360	LAJOYA HIGH SCHOOL	NM	Y
320365	LAKE ARTHUR HIGH SCHOOL	NM	N
320370	LAS CRUCES HIGH SCHOOL	NM	N
320371	SAN ANDRES HIGH SCHOOL	NM	N
320372	MAYFIELD HIGH SCHOOL	NM	N
320373	ONATE HIGH SCHOOL	NM	N
320374	EVENING HIGH SCHOOL	NM	Y
320376	MESILLA VALLEY CHRISTIAN SCHLS	NM	N
320377	TARBIYAT BAHA I SCHOOL	NM	Y
320378	MOUNTAIN VIEW CHRISTIAN ACAD	NM	Y
320379	LAS VEGAS CHRISTIAN ACADEMY	NM	N
320380	ROBERTSON HIGH SCHOOL	NM	N
320381	BRIDGE ACADEMY CHARTER HS	NM	N
320382	WEST LAS VEGAS FAMILY PART SCH	NM	N
320386	SAINT ATHANASIUS SCHOOL	NM	Y
320387	WEST LAS VEGAS HIGH SCHOOL	NM	N
320395	LOGAN HIGH SCHOOL	NM	N
320400	LORDSBURG HIGH SCHOOL	NM	N
320401	COVENANT CHRISTIAN SCHOOL	NM	Y
320402	CALVARY CHRISTIAN SCHOOL	NM	N
320403	HILLTOP CHRISTIAN ACADEMY	NM	Y
320405	LOS ALAMOS HIGH SCHOOL	NM	N
320410	LOS LUNAS HIGH SCHOOL	NM	N
320411	CENTURY HIGH SCHOOL	NM	N
320413	LOVING HIGH SCHOOL	NM	N
320414	LOVINGTON CHRISTIAN ACADEMY	NM	N
320415	LOVINGTON HIGH SCHOOL	NM	N
320418	NEW HOPE HIGH SCHOOL	NM	N
320427	ALAMO NAVAJO COMMUNITY SCHOOL	NM	N
320430	MAGDALENA HIGH SCHOOL	NM	N
320435	MAXWELL HIGH SCHOOL	NM	N
320445	MELROSE HIGH SCHOOL	NM	N
320450	MESCALERO APACHE HIGH SCHOOL	NM	N
320452	GRACE BAPTIST ACADEMY	NM	Y
320454	ARMAND HAMMER UNITED WORLD CLG	NM	N
320455	MORA HIGH SCHOOL	NM	N
320456	CALVARY CHRISTIAN ACADEMY	NM	Y
320465	MORIARTY HIGH SCHOOL	NM	N
320470	MOSQUERO MUNICIPAL HIGH SCH	NM	N
320475	MOUNTAINAIR HIGH SCHOOL	NM	N
320476	NEW BEGINNINGS CHRISTIAN ACAD	NM	N
320481	NAVAJO PINE HIGH SCHOOL	NM	N
320482	LAGUNA-ACOMA JR-SR HIGH SCHOOL	NM	N
320490	MESA VISTA HIGH SCHOOL	NM	N
320495	PECOS HIGH SCHOOL	NM	N
320500	PENASCO JR-SR HIGH SCHOOL	NM	N
320501	BROAD HORIZONS EDUCATION CNTR	NM	N
320503	FAITH TRIUMPHANT HIGH SCHOOL	NM	N
320504	NEW MEXICO CHRISTIAN ACADEMY	NM	N
320505	PORTALES HIGH SCHOOL	NM	N
320510	QUEMADO HIGH SCHOOL	NM	N
320515	QUESTA HIGH SCHOOL	NM	N
320519	RAMAH HIGH SCHOOL	NM	N
320523	PINE HILL HIGH SCHOOL	NM	N
320525	RATON HIGH SCHOOL	NM	N
320530	REHOBOTH CHRISTIAN SCHOOL	NM	N
320535	RESERVE HIGH SCHOOL	NM	N
320538	CHRISTIAN LIFE ACADEMY	NM	N
320539	RIO RANCHO HIGH SCHOOL	NM	N
320540	INDEPENDENCE HIGH SCHOOL	NM	N
320541	LIFE CHRISTIAN SCHOOL	NM	Y
320542	GOSPEL LIGHT BAPTIST ACADEMY	NM	N
320543	UNIVERSITY HIGH SCHOOL	NM	N
320545	NEW MEXICO MILITARY INSTITUTE	NM	N
320547	GATEWAY CHRISTIAN SCHOOL	NM	N
320548	GODDARD HIGH SCHOOL	NM	N
320550	ROSWELL HIGH SCHOOL	NM	N
320553	VALLEY CHRISTIAN ACADEMY	NM	N
320560	ROY HIGH SCHOOL	NM	N
320563	NATIVE AMERICAN PREP SCHOOL	NM	Y
320565	RUIDOSO HIGH SCHOOL	NM	N
320570	SANTA TERESA HIGH SCHOOL	NM	N
320575	RUIDOSO CHRISTIAN SCHOOL	NM	Y
320577	WORD TRUTH PENTECOSTAL SCHOOL	NM	N
320580	SAN JON HIGH SCHOOL	NM	N
320585	MCCURDY HIGH SCHOOL	NM	N
320588	EAST MOUNTAIN HIGH SCHOOL	NM	N
320590	SANTA CRUZ H S	NM	Y
320592	ACADEMY TECHNOLOGY CLASSICS	NM	N
320593	BRUNN SCHOOL	NM	Y
320594	CHRISTIAN LIFE ACADEMY	NM	N
320595	I AM SCHOOL	NM	Y
320596	CAPITAL HIGH SCHOOL	NM	N
320597	DESERT ACADEMY	NM	N
320598	INST AMER INDIAN ART	NM	Y
320599	CAPITOL HIGH SCHOOL	NM	Y
320600	CALVARY CHAPEL CHRISTIAN ACAD	NM	Y
320601	NEW MEXICO ACAD SCIENCE & MATH	NM	N
320602	NEW MEXICO SCHOOL FOR THE DEAF	NM	N
320603	THE NEW SCHOOL OF SANTA FE	NM	Y
320605	SANTA FE WALDORF HIGH SCHOOL	NM	N
320606	PROMETHEUS	NM	Y
320609	MONTE DEL SOL CHARTER SCHOOL	NM	N
320610	POJOAQUE HIGH SCHOOL	NM	N
320613	REMUDA CHRISTIAN SCHOOL	NM	Y
320615	SAINT CATHERINE INDIAN SCHOOL	NM	Y
320616	SEQUOIA PREPARATORY SCHOOL	NM	Y
320620	SAINT MICHAELS HIGH SCHOOL	NM	N
320623	SANTE FE ALTERNATIVE SCHOOL	NM	Y
320624	SANTA FE COMMUNITY SCHOOL	NM	N
320625	SANTA FE INDIAN SCHOOL	NM	N
320626	SANTA FE PREPARATORY SCHOOL	NM	N
320627	SANTA FE CHRISTIAN ACADEMY	NM	Y
320628	SANTA FE SECONDARY SCHOOL	NM	N
320629	SSPS CAREER ACADEMY	NM	N
320630	SANTA FE HIGH SCHOOL	NM	N
320631	SANTA FE HIGH SCHOOL	NM	Y
320632	SUN MOUNTAIN SCHOOL	NM	Y
320633	TUTORIAL SCHOOL	NM	N
320635	SANTA ROSA HIGH SCHOOL	NM	N
320636	TEMPLE BAPTIST CHRISTIAN SCH	NM	N
320639	MOUNT CRISTO REY CHALLENGE H S	NM	Y
320640	SEBOYETA HIGH SCHOOL	NM	Y
320642	SANTA THERESA HIGH SCHOOL	NM	Y
320644	SOUTHWEST REGIONAL HIGH SCHOOL	NM	Y
320646	CAREER PREPARATORY HIGH SCHOOL	NM	N
320647	SHIPROCK NORTHWEST HIGH SCHOOL	NM	N
320648	SHIPROCK HIGH SCHOOL	NM	N
320649	SILVER CHRISTIAN ACADEMY	NM	N
320650	ST MARYS ACADEMY	NM	Y
320651	DOWN TO EARTH SCHOOL	NM	N
320652	GILA ACADEMY HIGH SCHOOL	NM	Y
320655	SILVER HIGH SCHOOL	NM	N
320657	AGAPE SCHOOL	NM	N
320660	SOCORRO HIGH SCHOOL	NM	N
320661	FAITH CHRISTIAN SCHOOL	NM	N
320665	SPRINGER HIGH SCHOOL	NM	N
320668	NEW MEXICO BOYS SCHOOL	NM	N
320670	CHAMISA MESA HIGH SCHOOL	NM	N
320673	TAOS CHRISTIAN ACADEMY	NM	N
320675	TAOS HIGH SCHOOL	NM	N
320680	TATUM HIGH SCHOOL	NM	N
320683	BRUSH RANCH SCHOOL	NM	N
320685	TEXICO HIGH SCHOOL	NM	N
320687	ST BONAVENTURE HIGH SCHOOL	NM	N
320688	THOREAU HIGH SCHOOL	NM	N
320690	ESCALANTE HIGH SCHOOL	NM	N
320691	COMMUNITY CHRISTIAN SCHOOL	NM	Y
320692	NEWCOMB HIGH SCHOOL	NM	N
320693	TOHATCHI HIGH SCHOOL	NM	N
320694	DAVID BEN JESSE ACADEMY	NM	Y
320695	HOT SPRINGS HIGH SCHOOL	NM	N
320696	GERONIMO TRAILS HIGH SCHOOL	NM	N
320697	ESPERANZA HIGH SCHOOL	NM	N
320698	TEMPLE BAPTIST ACADEMY	NM	N
320700	TUCUMCARI HIGH SCHOOL	NM	N
320705	TULAROSA HIGH SCHOOL	NM	N
320710	WAGON MOUND HIGH SCHOOL	NM	N
320716	OPEN BIBLE CHRISTIAN ACADEMY	NM	N
320720	WEED HIGH SCHOOL	NM	Y
320726	TWIN BUTTES HIGH SCHOOL	NM	N
320730	ZUNI HIGH SCHOOL	NM	N
350519	RAMAH HIGH SCHOOL	NM	Y
870080	ACADEMIA JUAREZ	NM	N
970111	WEST LAS VEGAS MIDDLE SCHOOL	NM	N
970215	SIPI	NM	N
972311	LA MADERA	NM	N
972328	LOS PUENTOS CHARTER HIGH SCH	NM	N
972334	EASTERN NEW MEXICO UNV-GEAR UP	NM	N
980138	ARMY WHITE SANDS MISSILE RANGE	NM	N
980585	EDUCATION OFFICER	NM	N
980598	EDUCATION OFFICE	NM	N
980641	EDUCATION OFFICER	NM	N
983462	NMAG-APA-ES	NM	N
290000	PAHRANAGAT VALLEY HIGH SCHOOL	NV	N
290005	AUSTIN HIGH SCHOOL	NV	N
290010	BATTLE MOUNTAIN HIGH SCHOOL	NV	N
290015	BEATTY HIGH SCHOOL	NV	N
290020	BOULDER CITY HIGH SCHOOL	NV	N
290025	VIRGIN VALLEY HIGH SCHOOL	NV	N
290028	C O BASTIAN HIGH SCHOOL	NV	N
290030	CARLIN COMBINED SCHOOLS	NV	N
290034	CAPITAL CHRISTIAN SCHOOL	NV	N
290035	CARSON HIGH SCHOOL	NV	N
290036	PIONEER HIGH SCHOOL	NV	N
290037	LIBERTY CHRISTIAN ACADEMY	NV	Y
290038	WARM SPRINGS EDUCATION DIST	NV	Y
290041	DAYTON HIGH SCHOOL	NV	N
290045	ELKO HIGH SCHOOL	NV	N
290047	INDEPENDENCE HIGH SCHOOL	NV	N
290048	WEST WENDOVER HIGH SCHOOL	NV	Y
290049	SPRING CREEK HIGH SCHOOL	NV	N
290050	WHITE PINE HIGH SCHOOL	NV	N
290055	EUREKA COUNTY HIGH SCHOOL	NV	N
290060	CHURCHILL COUNTY HIGH SCHOOL	NV	N
290062	ROCK OF AGES BAPTIST ACADEMY	NV	N
290063	WESTSIDE CHRISTIAN ACADEMY	NV	Y
290064	FERNLEY CHRISTIAN SCHOOL	NV	N
290065	FERNLEY HIGH SCHOOL	NV	N
290069	CORONADO HIGH SCHOOL	NV	N
290070	GABBS HIGH SCHOOL	NV	N
290071	LAKE MEAD CHRISTIAN ACADEMY	NV	N
290073	FOOTHILL HIGH SCHOOL	NV	N
290075	DOUGLAS HIGH SCHOOL	NV	N
290077	WARREN-WALKER UPPER SCHOOL	NV	N
290080	GERLACH HIGH SCHOOL	NV	N
290081	COMMUNITY COLLEGE HS SOUTH	NV	N
290082	COMMUNITY COLLEGE HS WEST	NV	N
290083	DESERT SON CHRISTIAN SCHOOL	NV	Y
290084	GREEN VALLEY HIGH SCHOOL	NV	N
290085	MINERAL COUNTY HIGH SCHOOL	NV	N
290086	JACKPOT COMBINED SCHOOL	NV	N
290087	COMMUNITY COLLEGE HS EAST	NV	N
290088	MORRIS SUNSET HIGH SCHOOL	NV	N
290089	LAKE TAHOE ACADEMY	NV	Y
290090	BASIC HIGH SCHOOL	NV	N
290091	BONANZA HIGH SCHOOL	NV	N
290092	INCLINE HIGH SCHOOL	NV	N
290093	INDIAN SPRINGS HIGH SCHOOL	NV	N
290094	CALVARY CHURCH CHRISTIAN SCH	NV	N
290095	BISHOP GORMAN HIGH SCHOOL	NV	N
290096	CHAPARRAL HIGH SCHOOL	NV	N
290097	ED W CLARK HIGH SCHOOL	NV	N
290098	ELDORADO HIGH SCHOOL	NV	N
290099	SUNSET WEST HIGH SCHOOL	NV	Y
290100	LAS VEGAS HIGH SCHOOL	NV	N
290101	SOUTHERN NEVADA VOC-TECH CNTR	NV	N
290102	VALLEY HIGH SCHOOL	NV	N
290103	RANCHO HIGH SCHOOL	NV	N
290104	WESTERN HIGH SCHOOL	NV	N
290105	PERSHING COUNTY HIGH SCHOOL	NV	N
290106	DOVE CHRISTIAN SCHOOL	NV	Y
290107	PARADISE CHRISTIAN ACADEMY	NV	Y
290108	ECHOES CHRISTIAN ACADEMY	NV	N
290109	FAITH LUTHERAN HIGH SCHOOL	NV	N
290110	LUND HIGH SCHOOL	NV	N
290111	TRINITY HIGH SCHOOL	NV	N
290112	MCDERMITT COMBINED SCHOOL	NV	N
290113	CLARK COUNTY SCH DIST ADULT HS	NV	N
290114	RAINBOW CANYON SCH	NV	Y
290115	CIMARRON-MEMORIAL HIGH SCHOOL	NV	N
290116	MEADOWS SCHOOL	NV	N
290117	RITE OF PASSAGE CHARTER H SCH	NV	N
290118	DURANGO HIGH SCHOOL	NV	N
290119	LAS VEGAS ACADEMY INTL STUDIES	NV	N
290120	SAINT YVES HIGH SCHOOL	NV	Y
290121	CHEYENNE HIGH SCHOOL	NV	N
290122	NORTH LAS VEGAS CHRISTIAN SCH	NV	Y
290123	SPRING MOUNTAIN SCH	NV	Y
290124	PYRAMID LAKE HIGH SCHOOL	NV	N
290125	MOAPA VALLEY HIGH SCHOOL	NV	N
290126	LAUGHLIN HIGH SCHOOL	NV	N
290127	HORIZON WEST HIGH SCHOOL	NV	Y
290128	JEFFREY CREDIT RETRIEVAL HS	NV	N
290129	MORRIS CREDIT RETRIEVAL HS	NV	N
290130	OWYHEE COMBINED SCHOOL	NV	N
290131	HARBOR CHRISTIAN ACAD & HS	NV	Y
290132	SILVERADO HIGH SCHOOL	NV	N
290133	COWAN CREDIT RETRIEVAL HS	NV	N
290134	ADVANCED TECHNOLOGIES ACADEMY	NV	N
290135	LINCOLN COUNTY HIGH SCHOOL	NV	N
290136	HEBREW ACADEMY THE	NV	N
290137	PAHRUMP VALLEY HIGH SCHOOL	NV	N
290138	WASHOE HIGH SCHOOL	NV	N
290139	ROUND MOUNTAIN JR-SR HIGH SCH	NV	N
290140	BISHOP MANOGUE CATHOLIC H S	NV	N
290141	EDWARD C REED HIGH SCHOOL	NV	N
290142	EARL WOOSTER HIGH SCHOOL	NV	N
290143	ROBERT MCQUEEN HIGH SCHOOL	NV	N
290144	PROCTER R HUG HIGH SCHOOL	NV	N
290145	RENO HIGH SCHOOL	NV	N
290146	CHURCH ACADEMY THE	NV	N
290147	WASHOE HIGH SCHOOL	NV	Y
290148	SIERRA NEVADA HIGH SCHOOL	NV	N
290149	GALENA HIGH SCHOOL	NV	N
290150	SMITH VALLEY HIGH SCHOOL	NV	N
290151	SILVER SPRINGS CHRISTIAN ACAD	NV	N
290152	NEW LIFE CHRISTIAN SCHOOL	NV	Y
290153	NEW HOPE CHRISTIAN ACADEMY	NV	Y
290154	RENO CHRISTIAN ACAD	NV	Y
290155	SPARKS HIGH SCHOOL	NV	N
290156	RENO CHRISTIAN ACADEMY	NV	N
290157	TRUCKEE MEADOWS CMTY COLL HS	NV	N
290158	TAHOE ACADEMY	NV	Y
290159	SILVER STATE ADVENTIST SCHOOL	NV	N
290160	STEWART INDIAN SCH	NV	Y
290161	CALVARY CHAPEL CHRISTIAN SCH	NV	N
290162	HORIZON SATELLITE INDEPENDENT	NV	N
290163	JUVENILE COURT SCHOOL	NV	N
290164	MOUNTAIN VIEW CHRISTIAN SCHOOL	NV	N
290165	TONOPAH HIGH SCHOOL	NV	N
290166	UNIVERSITY BAPTIST ACADEMY	NV	N
290167	NEW HORIZONS ACADEMY	NV	N
290168	SHILOH CHRISTIAN SCHOOL	NV	Y
290169	LAS VEGAS JUNIOR ACADEMY	NV	N
290170	VIRGINIA CITY HIGH SCHOOL	NV	N
290171	SPRING VALLEY CHRSTN ACADEMY	NV	N
290172	I CAN DO ANYTHING-CHARTER HS	NV	N
290173	LEGACY CHRISTIAN SCHOOL	NV	N
290174	PARADISE CHRISTIAN ACADEMY	NV	N
290175	WELLS HIGH SCHOOL	NV	N
290176	SAGE RIDGE SCHOOL	NV	N
290177	NORTH VALLEYS HIGH SCHOOL	NV	N
290178	WEST WENDOVER JR-SR HIGH SCH	NV	N
290179	SIERRA VISTA HIGH SCHOOL	NV	N
290180	ALBERT M LOWRY HIGH SCHOOL	NV	N
290181	COUNTRYSIDE CHRISTIAN ACADEMY	NV	N
290183	SUNSET SOUTH HIGH SCHOOL	NV	N
290184	VALLEY BAPTIST CHRISTIAN ACAD	NV	Y
290185	YERINGTON HIGH SCHOOL	NV	N
290186	BURK ACADEMIC PREPARATORY CTR	NV	N
290187	DAMONTE RANCH HIGH SCHOOL	NV	N
290188	ODYSSEY CHARTER HIGH SCHOOL	NV	N
290189	HOUSE OF KNOWLEDGE CHRN ACAD	NV	N
290190	GEORGE WHITTELL HIGH SCHOOL	NV	N
290191	CENTENNIAL HIGH SCHOOL	NV	N
290192	DESERT PINES HIGH SCHOOL	NV	N
290195	LA MADRE MOUNTAIN SCHOOL	NV	N
290197	LIBERTY HIGH SCHOOL	NV	N
290200	PALO VERDE HIGH SCHOOL	NV	N
290201	PETERSON CENTER	NV	N
290209	SHADOW RIDGE	NV	N
290220	MOJAVE HIGH SCHOOL	NV	N
290221	SUNSET NORTH HIGH SCHOOL	NV	Y
290250	KEYSTONE ACADEMY CHARTER HS	NV	N
290251	SILVER STAGE HIGH SCHOOL	NV	N
290260	ACADEMY FOR CAREER EDUCATION	NV	N
290264	EXCELL CHRISTIAN SCHOOL	NV	N
290270	SPANISH SPRINGS HIGH SCHOOL	NV	N
980192	EDUC CENTEER	NV	Y
980582	DET 12	NV	Y
980583	EDUCATION OFFICE	NV	N
982167	NEVADA AIR NATIONAL GUARD	NV	N
982235	NAVY COLLEGE OFFICE	NV	N
982845	OFFICE OF THE ADJUDENT GEN	NV	N
311678	LA WILSON TECHNOLOGICAL CENTER	NY	Y
320112	GLENMONT JOB CORP CENTER	NY	Y
330005	SOUTH JEFFERSON CENTRAL SCHOOL	NY	N
330010	ADDISON JR-SR HIGH SCHOOL	NY	N
330015	AFTON CENTRAL SCHOOL	NY	N
330020	AKRON CENTRAL SCHOOL	NY	N
330025	ACADEMY OF THE HOLY NAMES	NY	N
330030	DOANE STUART SCHOOL	NY	N
330032	ADULT LEARNING CENTER	NY	N
330035	ALBANY ACADEMY THE	NY	N
330040	ALBANY ACADEMY FOR GIRLS	NY	N
330041	ALBANY HIGH SCHOOL	NY	N
330042	ALMEGA ACADEMY	NY	Y
330043	BISHOP MAGINN HIGH SCHOOL	NY	N
330050	CHRISTIAN BROTHERS ACADEMY	NY	N
330055	COLONIE CENTRAL HIGH SCHOOL	NY	N
330060	LA SALLE SCHOOL FOR BOYS	NY	N
330061	MAIMONIDES HEBREW DAY SCHOOL	NY	N
330063	MERCY HIGH SCHOOL	NY	Y
330065	MILNE HIGH SCHOOL	NY	Y
330066	NEIL HELLMAN HIGH SCHOOL	NY	N
330068	COLONIE CHRISTIAN ACADEMY	NY	N
330071	PINEVIEW CHRISTIAN ACADEMY	NY	Y
330075	SAINT AGNES SCHOOL	NY	Y
330078	SAINT ANNE INSTITUTE	NY	N
330090	ST JOSEPHS ACADEMY	NY	Y
330092	HARRIET GIBBONS HIGH SCHOOL	NY	N
330094	MAIMONIDES HEBREW DAY SCH HS	NY	Y
330095	VINCENTIAN INSTITUTE	NY	Y
330097	HENRY VISCARDI HIGH SCHOOL	NY	N
330100	CHARLES D'AMICO HIGH SCHOOL	NY	N
330104	ALCOVE CHRISTIAN ACADEMY	NY	Y
330105	ALDEN CENTRAL SCHOOL	NY	N
330110	ALEXANDER CENTRAL SCHOOL	NY	N
330115	ALEXANDRIA CENTRAL SCHOOL	NY	N
330120	ALLEGANY-LIMESTONE CENTRAL SCH	NY	N
330135	ALFRED ALMOND CENTRAL SCHOOL	NY	N
330145	BARLOW SCHOOL	NY	Y
330147	KILDONAN SCHOOL	NY	N
330148	MAPLEBROOK SCHOOL	NY	N
330150	WEBUTUCK HIGH SCHOOL	NY	N
330155	AMITYVILLE MEMORIAL HIGH SCH	NY	N
330160	QUEEN OF ROSARY ACADEMY	NY	Y
330165	PERTH CENTRAL SCHOOL	NY	Y
330167	PERTH BIBLE CHRISTIAN ACADEMY	NY	Y
330170	BISHOP SCULLY HIGH SCHOOL	NY	Y
330175	AMSTERDAM HIGH SCHOOL	NY	N
330180	ANDES CENTRAL SCHOOL	NY	N
330185	ANDOVER CENTRAL SCHOOL	NY	N
330190	ANGELICA CENTRAL SCHOOL	NY	Y
330195	LAKE SHORE CENTRAL SR HIGH SCH	NY	N
330210	ARDSLEY HIGH SCHOOL	NY	N
330215	ARGYLE CENTRAL SCHOOL	NY	N
330220	ARKPORT CENTRAL SCHOOL	NY	N
