ACT Code	High School	State	Active
051850	WESTCHESTER WASH CMTY ADLT SCH	CA	N
051852	WILDWOOD SECONDARY SCHOOL	CA	N
051853	WEST HOLLYWOOD CMTY DAY SCHOOL	CA	N
051854	LOS GATOS ACADEMY	CA	N
051855	LOS GATOS HIGH SCHOOL	CA	N
051857	MARK TWAIN HIGH SCHOOL	CA	Y
051859	WEST HEIGHTS CHRISTIAN SCHOOL	CA	Y
051860	LOS MOLINOS HIGH SCHOOL	CA	N
051863	DUNN SCHOOL	CA	N
051864	OLIVE GROVE CHARTER SCHOOL	CA	N
051865	MIDLAND SCHOOL	CA	N
051868	COVENANT CHRISTIAN SCHOOL	CA	Y
051870	LOWER LAKE HIGH SCHOOL	CA	N
051871	CARLE CONTINUATION HIGH SCHOOL	CA	N
051872	ZEMORAH CHRISTIAN ACADEMY	CA	N
051875	LOYALTON HIGH SCHOOL	CA	N
051876	SIERRA VLY CHRISTN A	CA	Y
051878	WOODFORDS HIGH SCHOOL	CA	N
051879	PATHWAY HIGH SCHOOL	CA	N
051880	LOS ANGELES ADVENTIST ACADEMY	CA	N
051881	LIBERTY HIGH SCHOOL	CA	N
051882	INDEPENDENCE HIGH SCHOOL	CA	N
051883	FAITH HERITAGE BAPT CHU/CHR AC	CA	Y
051884	LYNWOOD ADULT SCHOOL	CA	N
051885	LYNWOOD HIGH SCHOOL	CA	N
051886	DUANE E FURMAN HIGH SCHOOL	CA	N
051887	MADERA CHRISTIAN SCHOOL	CA	N
051888	MADERA CHRISTIAN SCHOOL	CA	Y
051889	MADERA BAPTIST ACADEMY	CA	N
051890	MADERA HIGH SCHOOL	CA	N
051891	MALIBU TUTORIAL H S	CA	Y
051892	MAMMOTH HIGH SCHOOL	CA	N
051894	COLIN MCEWEN HIGH SCHOOL	CA	N
051895	MIRA COSTA HIGH SCHOOL	CA	N
051896	MALIBU HIGH SCHOOL	CA	N
051897	REDONDO SHORES HIGH SCHOOL	CA	N
051898	CALLA HIGH SCHOOL	CA	N
051899	EAST UNION HIGH SCHOOL	CA	N
051900	MANTECA HIGH SCHOOL	CA	N
051901	MANTECA CHRISTIAN SCHOOL	CA	Y
051902	VERNON KILPATRICK	CA	N
051903	SIERRA HIGH SCHOOL	CA	N
051904	TLCF NBS ACADEMY	CA	N
051905	MARICOPA HIGH SCHOOL	CA	N
051906	MOUNTAIN VISTA HIGH SCHOOL	CA	N
051907	PALOMA VALLEY HIGH SCHOOL	CA	N
051908	CENTRAL COAST HIGH SCHOOL	CA	N
051909	MORENO CHRISTIAN HIGH SCHOOL	CA	Y
051910	MARIPOSA COUNTY HIGH SCHOOL	CA	N
051911	MARINA CHRISTIAN SCHOOL	CA	N
051912	SPRING HILL HIGH SCHOOL	CA	N
051913	VICTORY BAPTIST CHRISTIAN SCH	CA	N
051914	ANO NUEVO SCHOOL	CA	N
051915	ALHAMBRA HIGH SCHOOL	CA	N
051916	STUDENT TRAVEL & RESEARCH SCH	CA	Y
051917	COSTA CHRISTIAN SCHOOL	CA	Y
051918	CENTRAL COAST HIGH SCHOOL	CA	N
051919	LINDHURST HIGH SCHOOL	CA	N
051921	BETHEL CHRISTIAN SCHOOL	CA	Y
051922	PROJECT LEARN ALTER CTR FOR ED	CA	Y
051923	NEW LIFE CHRISTIAN HS	CA	N
051924	HERITAGE CHRISTIAN S	CA	Y
051925	MARYSVILLE HIGH SCHOOL	CA	N
051926	WANDERJAHR SCHOOL	CA	Y
051927	YUBA CHRISTIAN ACADEMY	CA	Y
051928	ABRAHAM LINCOLN SCHOOL	CA	N
051929	MAXWELL CHRISTIAN ACADEMY	CA	Y
051930	MAXWELL HIGH SCHOOL	CA	N
051931	PILGRIM CHRISTIAN SCHOOL	CA	N
051932	MADISON HIGH SCHOOL	CA	N
051933	HERITAGE FAMILY ACADEMY	CA	N
051934	CAMP MILLER SCHOOL	CA	N
051936	A+ EDUCATIONAL CENTER	CA	N
051937	CAMP VERNON KILPATRICK	CA	N
051940	MCCLOUD HIGH SCHOOL	CA	N
051943	GRANT COMMUNITY OUTREACH ACAD	CA	N
051944	STONE RIDGE CHRISTIAN HS	CA	N
051945	MC FARLAND HIGH SCHOOL	CA	N
051946	DR WARREN C HAGMAN PREP SCH	CA	Y
051947	MERCED CHRISTIAN HIGH SCHOOL	CA	N
051948	MCKINLEYVILLE HIGH SCHOOL	CA	N
051949	PACIFIC COAST HIGH SCHOOL	CA	Y
051950	MENDOCINO HIGH SCHOOL	CA	N
051951	MENDOCINO COMMUNITY HS	CA	N
051952	MENDOTA HIGH SCHOOL	CA	N
051953	GOLDEN VALLEY HIGH SCHOOL	CA	N
051954	ARMSTRONG HIGH SCHOOL	CA	Y
051955	SACRED HEART PREPARATORY	CA	N
051956	WHOLE WORD ACADEMY	CA	Y
051957	GOSPEL DEFENDER CHRISTIAN ACAD	CA	N
051958	TRABUCO HILLS HIGH SCHOOL	CA	N
051960	MENLO SCHOOL	CA	N
051962	OUR LADY OF VICTORY SCHOOL	CA	Y
051963	MERCED HIGH SCHOOL	CA	N
051964	SILVERADO HIGH SCHOOL	CA	N
051966	FUTURES HS-MISSION VIEJO	CA	N
051968	CAPISTRANO VALLEY HIGH SCHOOL	CA	N
051969	YOSEMITE HIGH SCHOOL	CA	N
051970	MIDDLETOWN HIGH SCHOOL	CA	N
051971	VERDANT VALES SCHOOL	CA	Y
051972	MILLS HIGH SCHOOL	CA	N
051973	CALAVERAS HILLS HIGH SCHOOL	CA	N
051974	EL TORO HIGH SCHOOL	CA	N
051975	TAMALPAIS HIGH SCHOOL	CA	N
051976	PIEDMONT HILLS HIGH SCHOOL	CA	N
051977	SAMUEL F AYER H S	CA	Y
051978	MILPITAS HIGH SCHOOL	CA	N
051979	MIRALESTE HIGH SCHOOL	CA	Y
051980	SOUTH FORK HIGH SCHOOL	CA	N
051981	MISSION VIEJO HIGH SCHOOL	CA	N
051982	CENTRAL CATHOLIC HIGH SCHOOL	CA	N
051983	GRACE M DAVIS HIGH SCHOOL	CA	N
051984	UNIVERSITY HIGH SCHOOL	CA	N
051985	MODESTO HIGH SCHOOL	CA	N
051986	FRED C BEYER HIGH SCHOOL	CA	N
051987	SPRING VALLEY CHRISTIAN ACAD	CA	Y
051988	CARDEN HIGH SCHOOL	CA	Y
051989	JURUPA VALLEY HIGH SCHOOL	CA	N
051990	MODESTO CHRISTIAN HIGH SCHOOL	CA	N
051991	CERES CHRISTIAN SCHOOL	CA	N
051992	TIOGA HIGH SCHOOL	CA	N
051993	BRETHREN HERITAGE SCHOOL	CA	N
051994	JOHANSEN HIGH SCHOOL	CA	N
051995	MODESTO ADVENTIST ACADEMY	CA	N
051996	MIRA MONTE HIGH SCHOOL	CA	N
051997	EL PUENTE CMTY SCH LOMPOC	CA	N
051998	LIFE CHRISTIAN SCHOOL	CA	N
051999	SOUTH MODESTO CHRISTIAN SCH	CA	N
052000	THOMAS DOWNEY HIGH SCHOOL	CA	N
052001	TUOLUMNE CHRISTIAN SCHOOL	CA	N
052002	ALMOND VALLEY CHRISTIAN SCHOOL	CA	Y
052003	CALVARY TEMPLE CHRISTIAN HS	CA	N
052004	PETERSEN ALTERNATIVE CTR EDUC	CA	N
052005	MOJAVE HIGH SCHOOL	CA	N
052006	MOUNTAIN VIEW HIGH SCHOOL	CA	N
052007	SADDLEBACK CHRISTIAN ACADEMY	CA	N
052008	CALVARY ROAD BAPTIST ACADEMY	CA	N
052009	CANYON HIGH SCHOOL	CA	N
052010	MONROVIA COMMUNITY ADULT SCH	CA	N
052011	NORTH VALLEY OCCUPATIONAL CTR	CA	N
052012	COUNTRY CHRISTIAN SCHOOLS	CA	N
052013	HERITAGE CHRISTIAN SCHOOL	CA	N
052014	LIBERTY BAPTIST ACADEMY	CA	N
052015	MONROVIA HIGH SCHOOL	CA	N
052016	I AM SCHOOL INC	CA	N
052017	DELHI HIGH SCHOOL	CA	N
052018	MONTCLAIR HIGH SCHOOL	CA	N
052019	VALLEY BUSINESS HIGH SCHOOL	CA	N
052020	CANTWELL/SACRED HEART MARY HS	CA	N
052021	BIG VALLEY CHRISTIAN HS	CA	N
052022	EAST PALO ALTO HIGH SCHOOL	CA	N
052023	BOYS REPUBLIC MONROVIA CDS	CA	N
052024	ROBT T ELLIOTT ALTER EDUC CTR	CA	N
052025	MONTEBELLO ADULT SCHOOL	CA	N
052026	MASTERS ACADEMY, THE	CA	N
052029	MONTEBELLO HIGH SCHOOL	CA	N
052030	SACRED HEART MARY HIGH SCHOOL	CA	Y
052035	SAINT VINCENTS SEMINARY	CA	Y
052037	SCHURR HIGH SCHOOL	CA	N
052038	VAIL HIGH SCHOOL	CA	N
052044	MORENO VLY COMM LEARNING CTR	CA	N
052045	SANTA CATALINA SCHOOL	CA	N
052046	HIGH SCHOOL AT MOORPARK COLL	CA	N
052047	CALVARY CHAPEL CHRISTIAN SCH	CA	N
052048	SEASIDE HIGH SCHOOL	CA	N
052049	MOORPARK COMMUNITY HIGH SCHOOL	CA	N
052050	MONTEREY HIGH SCHOOL	CA	N
052051	WEST SIDE ACADEMY	CA	Y
052052	DE MONTFORT ACADEMY	CA	Y
052053	YORK SCHOOL	CA	N
052054	GATEWAY ACADEMY	CA	Y
052055	MOORPARK HIGH SCHOOL	CA	N
052056	RANCHO VERDE HIGH SCHOOL	CA	N
052057	VALLEY VIEW HIGH SCHOOL	CA	N
052058	CAMPOLINDO HIGH SCHOOL	CA	N
052059	CANYON SPRINGS HIGH SCHOOL	CA	N
052060	LIVE OAK HIGH SCHOOL	CA	N
052061	MORRO BAY HIGH SCHOOL	CA	N
052062	CHESTER F AWALT H S	CA	Y
052064	MARYKNOLL JR SEM HSD	CA	Y
052065	MOUNTAIN VIEW ACADEMY	CA	N
052066	CROSSROADS CHRISTIAN ACADEMY	CA	Y
052067	COMENIUS HIGH SCHOOL	CA	Y
052068	CREEKSIDE HIGH SCHOOL	CA	N
052069	MORENO VALLEY CHRISTIAN SCHLS	CA	Y
052070	CHALCEDON CHRISTIAN HIGH SCH	CA	N
052071	MURRIETA CHRISTIAN HIGH SCHOOL	CA	Y
052072	OAK GROVE INST JACK WEAVER SCH	CA	N
052073	MURRIETA VALLEY HIGH SCHOOL	CA	N
052074	SIERRA JR-SR HIGH SCHOOL	CA	N
052075	MOUNTAIN VIEW HIGH SCHOOL	CA	N
052076	MOUNTAIN VIEW-LOS ALTOS ADULT	CA	Y
052077	SAINT FRANCIS HIGH SCHOOL	CA	N
052078	ST JOSEPH HS SEMINRY	CA	Y
052079	SOUTHBAY CHRISTIAN SCHOOL	CA	Y
052080	MOUNT SHASTA HIGH SCHOOL	CA	N
052081	MOUNTAIN CHRISTIAN SCHOOL	CA	N
052082	JUSTIN SIENA HIGH SCHOOL	CA	N
052084	KOLBE ACADEMY	CA	N
052085	NAPA HIGH SCHOOL	CA	N
052086	NAPA VALLEY CHRISTIAN HIGH SCH	CA	Y
052088	VINTAGE HIGH SCHOOL	CA	N
052089	NAPA VALLEY ADULT SCHOOL	CA	N
052090	SAN DIEGO ACADEMY	CA	N
052091	NEW LIFE ACADEMY	CA	N
052092	SAN DIEGO HEBREW DAY SCHOOL	CA	Y
052093	ALDEA SCHOOL	CA	N
052094	TRINITY GRAMMAR & PREP	CA	N
052096	NAPA VALLEY CHRISTIAN ACADEMY	CA	N
052097	SOUTH BAY CHRISTIAN ACADEMY	CA	N
052098	SOUTHPORT CHRISTIAN ACADEMY	CA	N
052099	GOSPEL LIGHT CHRISTIAN HS	CA	N
052100	SWEETWATER UNION HIGH SCHOOL	CA	Y
052101	TEMESCAL HIGH SCHOOL	CA	N
052102	NEW TECHNOLOGY HIGH SCHOOL	CA	N
052103	FOOTHILL BAPTIST SCHOOL	CA	N
052104	CALVARY CHAPEL CHRISTIAN SCH	CA	N
052105	SWEETWATER UNION HIGH SCHOOL	CA	N
052106	I AM SCHOOL INC	CA	N
052108	BITNEY SPRINGS CHARTER HS	CA	N
052109	ANANDA SCHOOL	CA	Y
052110	NEEDLES HIGH SCHOOL	CA	N
052111	ANANDA HIGH SCHOOL	CA	Y
052112	JOHN WOOLMAN HIGH SCHOOL	CA	Y
052113	NEWARK HIGH SCHOOL	CA	Y
052114	NEWARK MEMORIAL HIGH SCHOOL	CA	N
052115	NEWBURY PARK ADVENTIST ACAD	CA	N
052116	CONEJO VALLEY HIGH SCHOOL	CA	N
052117	NEWBURY PARK HIGH SCHOOL	CA	N
052118	BRIDGEPOINT SCHOOL	CA	N
052119	IRONWOOD CHRISTIAN ACADEMY	CA	N
052120	WILLIAM S HART UNION HS	CA	N
052121	WILLIAM S HART UNION H S DIST	CA	Y
052122	KINGS ACADEMY	CA	Y
052123	TRINITY PACIFIC CHRISTIAN SCH	CA	N
052124	SAGE HILL SCHOOL	CA	N
052125	ORESTIMBA HIGH SCHOOL	CA	N
052127	DOVER SCHOOL THE	CA	Y
052128	CORONA DEL MAR HIGH SCHOOL	CA	N
052129	NORCO HIGH SCHOOL	CA	N
052130	NEWPORT HARBOR HIGH SCHOOL	CA	N
052131	FOOTHILL HIGH SCHOOL	CA	N
052132	HIGHLANDS HIGH SCHOOL	CA	N
052133	CAMPBELL HALL	CA	N
052134	BELMONT COLLEGE PREP	CA	Y
052135	HARVARD SCHOOL	CA	Y
052136	VALLEY TORAH HIGH SCHOOL	CA	N
052137	FAITH BAPT TAB SCH AFF CHRSTN	CA	N
052139	PACIFIC HIGH SCHOOL	CA	N
052140	NORTH HOLLYWOOD CMTY ADULT SCH	CA	N
052141	CENTER HIGH SCHOOL	CA	N
052142	NORTH EDWARDS HIGH SCHOOL	CA	N
052143	AMELIA EARHART HIGH SCHOOL	CA	N
052144	CAMPOS VERDES ADULT SCHOOL	CA	N
052145	NORTH HOLLYWOOD HIGH SCHOOL	CA	N
052146	OAKWOOD SCHOOL	CA	N
052147	PRINCETON COLLEGE PREPARATORY	CA	N
052148	W C TALMUDICAL SEMINARY	CA	N
052149	NORTHRIDGE MIL ACAD	CA	Y
052150	NORTE DEL RIO H S	CA	Y
052151	SAN FERNANDO VALLEY ACADEMY	CA	N
052153	HIGHLAND HALL	CA	N
052154	VALLEY ALTERNATIVE SCHOOL	CA	N
052155	EL CAMINO HIGH SCHOOL	CA	N
052156	COVENANT FAITH CTR CHRSTN SCH	CA	Y
052157	CAMPOS VERDES ADULT SCHOOL	CA	Y
052158	COMMUNITY CHRISTIAN ACADEMY	CA	Y
052159	HARVARD WESTLAKE SCHOOL	CA	N
052160	NORWALK LA MIRADA ACADEMY	CA	Y
052161	LEFFINGWELL CHRISTIAN HIGH SCH	CA	Y
052162	VIA VERA CHRISTIAN SCHOOL	CA	N
052163	SUCCEED FOR HIGHER EDUCATION	CA	Y
052164	NEW HARVEST CHRISTIAN SCHOOL	CA	N
052165	EXCELSIOR HIGH SCH	CA	Y
052166	JOHN GLENN HIGH SCHOOL	CA	N
052167	NORWALK HIGH SCHOOL	CA	N
052168	PIONEER BAPTIST SCHOOL	CA	N
052169	CROWN CHRISTIAN ACADEMY	CA	N
052170	NOVATO HIGH SCHOOL	CA	N
052171	NOVA CENTER	CA	N
052172	SAN MARIN HIGH SCHOOL	CA	N
052173	NORTH MARIN HIGH SCHOOL	CA	N
052174	OJAI VALLEY CHRISTIAN SCHOOL	CA	Y
052175	OAKDALE HIGH SCHOOL	CA	N
052176	YOSEMITE HIGH SCHOOL	CA	N
052177	ALPHA OMEGA CHRISTIAN SCHOOL	CA	N
052178	PATTEN ACADEMY OF CHRSTN EDUC	CA	N
052179	KEYSTONE ACADEMY	CA	N
052180	CONCORDIA HIGH SCHOOL	CA	Y
052181	EDWARD SHANDS ADULT SCHOOL	CA	N
052182	BEACON HIGH SCHOOL	CA	Y
052183	BENTLEY SCHOOL	CA	Y
052184	WILLOW CREEK HIGH SCHOOL	CA	N
052185	BISHOP ODOWD HIGH SCHOOL	CA	N
052186	CLAWSON HIGH SCHOOL	CA	Y
052187	PINE HEIGHTS CHRISTIAN SCHOOL	CA	N
052188	EAST BAY CONSERVATION CORP	CA	N
052189	EASTSIDE HIGH SCHOOL	CA	N
052190	CASTLEMONT HIGH SCHOOL	CA	N
052191	CHINESE CHRISTIAN SCHOOLS	CA	N
052192	COLLEGE PREPARATORY SCHOOL	CA	N
052193	DEWEY HIGH SCHOOL	CA	N
052195	GOLDEN GATE ACADEMY	CA	N
052196	FAR WEST HIGH SCHOOL EBCE	CA	N
052197	BUNCHE CENTER REDIRECTION	CA	N
052198	FAIRFAX CHRISTIAN ACADEMY	CA	Y
052199	NORTH BAY CHRISTIAN ACADEMY	CA	N
052200	HOLY NAMES HIGH SCHOOL	CA	N
052201	SUGAR BOWL ACADEMY	CA	N
052203	WEST COAST CHRN HS OF NORWALK	CA	N
052204	JACK B CLARKE HIGH SCHOOL	CA	N
052205	JOHN C FREMONT HIGH SCHOOL	CA	N
052207	OAK MEADOW SCHOOL LOS ANGELES	CA	N
052208	LAKESIDE SCHOOL	CA	Y
052209	SCHOOL INDEPENDENT LEARNERS	CA	N
052211	NIPOMO HIGH SCHOOL	CA	N
052212	LIFE ACADEMY HIGH SCHOOL	CA	N
052213	BAY AREA SCH INDEPENDENT STUDY	CA	N
052214	NUVIEW BRIDGE ACADEMY	CA	N
052216	VISTA DEL LAGO HIGH SCHOOL	CA	N
052217	ORCHARD PARK SCHOOL	CA	Y
052218	MAYBECK HIGH SCHOOL	CA	N
052219	VALLEY OAK HIGH SCHOOL	CA	N
052220	MCCLYMONDS HIGH SCHOOL	CA	N
052221	AFRICAN CHILDREN ADVD LRN CNTR	CA	N
052222	MUHAMMAD UNIVERSITY OF ISLAM	CA	N
052224	INDEPENDENT STUDY	CA	N
052225	OAKLAND HIGH SCHOOL	CA	N
052226	FOREST CHARTER SCHOOL	CA	N
052227	MUJERES Y HOMBRES NOBLESCDSISS	CA	N
052228	NORWALK/LA MIRADA CDS(VISIONS)	CA	N
052229	ALTA VISTA HIGH SCHOOL	CA	N
052230	OAKLAND/EMILIANO ZAPATA ST AC	CA	N
052231	GLACIER HIGH SCHOOL CHARTER	CA	N
052232	RAYMOND E MACK CHRISTIAN ACAD	CA	N
052233	FAR WEST HIGH SCHOOL	CA	Y
052234	INTERNATIONAL HIGH SCHOOL	CA	N
052235	SAINT ELIZABETH HIGH SCHOOL	CA	N
052236	SHILOH CHRISTIAN JR/SR HS	CA	Y
052237	SAINT PIUS X ACADEMY	CA	Y
052238	SKYLINE HIGH SCHOOL	CA	N
052239	FAMILY CHRISTIAN ACADEMY	CA	N
052240	OAKLAND TECHNICAL HIGH SCHOOL	CA	N
052241	FRED FINCH YOUTH CENTER	CA	N
052242	SAINT ANDREWS PRIVATE SCHOOL	CA	N
052243	MERRITT MIDDLE COLLEGE HS	CA	N
052244	DELTA CHRISTIAN SCHOOL	CA	Y
052245	WHITTON SCHOOL	CA	Y
052246	OAK VALLEY CHRISTIAN SCHOOL	CA	Y
052247	FUTURES HS-OCEANSIDE	CA	N
052248	EL CAMINO HIGH SCHOOL	CA	N
052249	OCEANSIDE HIGH SCHOOL	CA	N
052250	OCEAN SHORES HIGH SCHOOL	CA	N
052251	GUAJOME PARK ACADEMY	CA	N
052252	VICTORY CHRISTIAN SCHOOL	CA	N
052253	OXNARD ADULT SCHOOL	CA	N
052254	HEARTHSTONE SCHOOL	CA	N
052255	HAPPY VALLEY SCHOOL	CA	N
052256	LAUREL SPRINGS SCHOOL	CA	N
052257	VALLEY OAKS CHRISTIAN ACADEMY	CA	Y
052258	OAK MEADOW SCHOOL	CA	Y
052259	EVANGEL CHRISTIAN SCHOOL	CA	Y
052260	NORDHOFF HIGH SCHOOL	CA	N
052261	OAK GROVE SCHOOL	CA	N
052262	OJAI VALLEY SCHOOL	CA	N
052263	SPRAINGS ACADEMY	CA	N
052264	SQUAW VALLEY ACADEMY	CA	N
052265	THACHER SCHOOL	CA	N
052266	FIRST BAPT CHRSTN S	CA	Y
052267	CANYON HIGH SCHOOL	CA	N
052268	VALLEY VIEW HIGH SCHOOL	CA	N
052269	LUTHERAN HIGH SCHOOL ORANGE CO	CA	N
052270	VILLANOVA PREPARATORY SCHOOL	CA	N
052271	BEREAN CHRISTIAN SCH	CA	Y
052272	AMHERST-OAKMONT SCH	CA	Y
052273	SAINT MICHAELS COLL PREP HS	CA	N
052274	ONTARIO HIGH SCHOOL	CA	N
052275	CHAFFEY HIGH SCHOOL	CA	N
052276	EL MODENA HIGH SCHOOL	CA	N
052277	EMERSON HIGH SCHOOL	CA	N
052278	ONTARIO CHRISTIAN HIGH SCHOOL	CA	N
052279	VILLA PARK HIGH SCHOOL	CA	N
052280	ORANGE HIGH SCHOOL	CA	N
052282	MIRAMONTE HIGH SCHOOL	CA	N
052283	O A FISCHER SCHOOL	CA	N
052284	CASA ROBLE HIGH SCHOOL	CA	N
052285	ORLAND HIGH SCHOOL	CA	N
052286	RICHLAND CONT HIGH SCHOOL	CA	N
052287	HOLDEN SCHOOL	CA	Y
052288	LA VISTA HIGH SCHOOL	CA	N
052289	LOVELL HIGH SCHOOL	CA	N
052290	OROSI HIGH SCHOOL	CA	N
052291	CONTRA-COSTA ALTERNATIVE SCH	CA	N
052292	HONEYROCK CHRISTIAN SCHOOL	CA	Y
052293	LAS PLUMAS HIGH SCHOOL	CA	N
052294	PROSPECT HIGH SCHOOL	CA	N
052295	OROVILLE HIGH SCHOOL	CA	N
052296	OXNARD CHRSTIAN ACAD	CA	Y
052297	CHANNEL ISLANDS HIGH SCHOOL	CA	N
052298	HUENEME HIGH SCHOOL	CA	N
052299	RIO MESA HIGH SCHOOL	CA	N
052300	SANTA CLARA HIGH SCHOOL	CA	N
052301	LIBERTY CHRISTIAN SCHOOL	CA	Y
052302	TRINITY HOLINESS ACADEMY	CA	Y
052303	RIO CONTIGUO	CA	Y
052304	WILLIAM LYON SCHOOL	CA	N
052305	OXNARD HIGH SCHOOL	CA	N
052306	PLEASANT VALLEY CHRISTIAN ACAD	CA	Y
052307	MERIDIAN WEST H S	CA	Y
052308	OCEANA HIGH SCHOOL	CA	N
052309	NORTH BAY ORINDA SCHOOL	CA	N
052310	PACIFIC GROVE HIGH SCHOOL	CA	N
052311	ALMA HEIGHTS CHRISTIAN ACADEMY	CA	N
052312	PACIFIC GROVE ADULT EDUCATION	CA	N
052313	PALISADES HIGH SCHOOL	CA	Y
052314	TEMESCAL CANYON HIGH SCHOOL	CA	N
052315	PALMDALE HIGH SCHOOL	CA	N
052316	CHRISTIAN SCHOOL OF THE DESERT	CA	N
052317	FAITH CHRISTIAN SCHOOL	CA	Y
052318	MONTCLAIR SCHOOL	CA	Y
052319	PALM DESERT HIGH SCHOOL	CA	N
052320	PALM SPRINGS HIGH SCHOOL	CA	N
052321	PALM VALLEY SCHOOL	CA	N
052322	SAN CAYETANO COMMUNITY SCHOOL	CA	N
052323	MOUNT SAN JACINTO HIGH SCHOOL	CA	N
052324	CENTER FOR INDEPENDENT STUDY	CA	N
052326	LEWIS CARROLL SCHOOL	CA	N
052327	PALISADES CHARTER HIGH SCHOOL	CA	N
052328	NORTH COAST CHRISTIAN SCHOOL	CA	Y
052329	ALEXANDRIAN SCHOOL	CA	Y
052330	CASTILLEJA SCHOOL	CA	N
052331	OROVILLE CHRISTIAN SCHOOL	CA	N
052332	WESTSIDE BAPTIST ACADEMY	CA	N
052333	WEIL TENNIS ACAD & COLL PREP S	CA	N
052335	CUBBERLEY HIGH SCH	CA	Y
052336	CHALLENGE CHARTER HIGH SCHOOL	CA	N
052337	DAYSPRING CHRISTIAN ACADEMY	CA	N
052338	MOTHER OF DIVINE GRACE SCHOOL	CA	N
052339	ARCHER SCHOOL FOR GIRLS	CA	N
052340	PALO ALTO ADULT SCHOOL	CA	N
052341	INTERNATIONAL SCH OF PENINSULA	CA	N
052342	BISHOP QUINN HIGH SCHOOL	CA	N
052343	DESERT CHAPEL HIGH SCHOOL	CA	N
052344	GORMAN LEARNING CENTER	CA	N
052346	MID-PENINSULA HIGH SCHOOL	CA	N
052347	HENRY M GUNN SR HIGH SCHOOL	CA	N
052348	LOTHLORIEN HIGH SCH	CA	Y
052349	NEW COVENANT CHRISTIAN HIGH SC	CA	Y
052350	PALO ALTO SENIOR HIGH SCHOOL	CA	N
052351	BEAR HOLLOW SCHOOL	CA	N
052352	COUNTRY CHRISTIAN SCHOOL	CA	Y
052353	PACIFIC HIGH SCHOOL	CA	Y
052354	MIDDLE COLLEGE PROG	CA	Y
052356	RANCHO DEL MAR HIGH SCHOOL	CA	N
052357	PACIFIC VIEW CHARTER SCHOOL	CA	N
052358	PALOS VERDES HIGH SCHOOL	CA	N
052360	PARADISE HIGH SCHOOL	CA	N
052361	PARADISE ADVENTIST SCHOOL	CA	N
052362	CHRISTIAN CENTER SCHOOL	CA	N
052363	BRETHREN CHRISTIAN HIGH SCHOOL	CA	N
052364	GETHSEMANE BAPTIST CHRISTIAN S	CA	N
052365	PARAMOUNT HIGH SCHOOL	CA	N
052366	CHRISTIAN CHURCH ACADEMY	CA	Y
052367	SUCCEED EDUCATIONAL HIGH CTR	CA	N
052369	PROVIDENCE CHRISTIAN HIGH SCH	CA	N
052370	PARLIER HIGH SCHOOL	CA	N
052371	HOMETECH CHARTER SCHOOL	CA	N
052372	OAKHURST SCHOOL	CA	Y
052373	BLAIR HIGH SCHOOL	CA	N
052374	EVENING HIGH SCHOOL	CA	Y
052375	FLINTRIDGE PREPARATORY SCHOOL	CA	N
052376	CHANDLER HIGH SCHOOL	CA	Y
052377	ESTINE SUTTON EDUCATIONAL CNTR	CA	Y
052378	CHRIST CENTERED PASADENA CH SC	CA	N
052379	PACIFICA HIGH SCHOOL	CA	N
052380	FLINTRIDGE SACRED HEART ACAD	CA	N
052381	PATHWAYS CHARTER SCHOOL	CA	N
052382	ROSE CITY HIGH SCHOOL	CA	N
052383	PASADENA CDS	CA	N
052384	COLONY HIGH SCHOOL	CA	N
052385	IMPERIAL HIGH SCHOOL	CA	Y
052386	ALTA PASA CDS	CA	N
052387	CALVARY CHAPEL HIGH SCHOOL	CA	N
052388	JOHN MARSHALL FUNDAMENTAL SCH	CA	N
052389	SCHOOL SOCIAL JUSTICE CMTY DEV	CA	N
052390	JOHN MUIR HIGH SCHOOL	CA	N
052391	LIVING WAY CHRISTIAN ACADEMY	CA	Y
052392	LA SALLE HIGH SCHOOL	CA	N
052393	MONTESSORI INTERNATIONAL	CA	Y
052394	NATIONAL CITY ADULT SCHOOL	CA	N
052395	MAYFIELD SENIOR SCHOOL	CA	N
052396	MARIANNE FROSTIG SCHOOL	CA	N
052397	LA CHEIM SCHOOL-OAKLAND	CA	N
052398	OPPORTUNITIES LRNG LONG BEACH	CA	N
052399	PASADENA MINI HIGH SCHOOL	CA	Y
052401	PASADENA HIGH SCHOOL	CA	N
052402	POLYTECHNIC SCHOOL	CA	N
052403	BIBLE PRESBYTERIAN ACADEMY	CA	N
052404	ROOSEVELT HIGH SCH	CA	Y
052405	ST ANDREWS HIGH SCH	CA	Y
052406	BUENA VISTA HIGH SCHOOL	CA	N
052407	OPTIONS YTH MT SHASTA CHAR SCH	CA	N
052408	PARADISE INDEPENDENT LEARNING	CA	N
052409	MARYSVILLE CHARTER ACAD ARTS	CA	N
052410	OAKLAND SCHOOL FOR THE ARTS	CA	N
052411	EL SHADDAI ACADEMY	CA	N
052412	CHRISTBRIDGE ACADEMY	CA	N
052413	CALVARY CHAPEL CHRISTIAN ACAD	CA	N
052414	GLOBAL VILLAGE SCHOOL	CA	N
052416	WARITHDEEN MOHAMMED HS	CA	N
052417	PASADENA ALTERNATIVE SCHOOL	CA	N
052418	ROSEMARY SCHOOL	CA	N
052419	WAVERLY HIGH SCHOOL	CA	N
052420	WESTRIDGE SCHOOL FOR GIRLS	CA	N
